pmcid	unmapped_diseases
PMC8429269	['renal ischemia-reperfusion injury']
PMC8429532	['social behavior deficits']
PMC8429574	['diabetes-associated periodontitis']
PMC8429634	['periprosthetic osteolysis']
PMC8429753	['joint capsular fibrosis']
PMC8429939	['systemic lupus erythematosus-associated diffuse alveolar hemorrhage']
PMC8429966	['orofacial pain disorders']
PMC8430029	['myocardial ischemia reperfusion injury']
PMC8430278	['burn wounds']
PMC8430696	['diffuse-type gastric carcinoma']
PMC8431234	['pancreas carcinoma']
PMC8431371	['infectious intestinal colitis']
PMC8431509	['complications of tumor radiation therapy']
PMC8432301	['t cell acute lymphoblastic leukemia']
PMC8433070	['lung metastatic osteosarcoma']
PMC8434407	['focal stroke']
PMC8434771	['achilles tendon injury']
PMC8434772	['hypertensive left ventricular remodeling']
PMC8434837	['coronary microembolization']
PMC8434864	['cerebral ischemia-reperfusion injury']
PMC8434953	['cardiopulmonary pathologies', 'vascular pathologies']
PMC8434992	['cerebral ischemia-reperfusion injury']
PMC8435000	['interstitial cystitis/painful bladder syndrome']
PMC8435015	['stress-related disorders']
PMC8435261	['polycystic liver diseases']
PMC8435416	['radiation-induced lung fibrosis']
PMC8435624	['metabolic changes']
PMC8435635	['cholestatic liver injury']
PMC8435675	['cardiac ischemia-reperfusion injury']
PMC8435882	['liver ischemia-reperfusion injury']
PMC8435893	['cognitive aging']
PMC8435927	['inflammatory pain']
PMC8436182	['uvb-induced skin photoaging']
PMC8436217	['intestinal ischemia reperfusion injury']
PMC8436226	['atherosclerotic lesions caused by diabetes mellitus']
PMC8436567	['hpv-associated head and neck cancers']
PMC8436893	['dyt1 dystonia']
PMC8436919	['cerebral ischemia-reperfusion injury']
PMC8438129	['pancreatitis-associated liver injury']
PMC8438316	['metastatic melanoma']
PMC8438322	['myocardial ischemia/reperfusion injury']
PMC8438525	['obesity-induced metabolic syndrome', 'macrovascular disease']
PMC8438958	['ewing sarcoma family of tumors']
PMC8439233	['ocular fungal diseases']
PMC8439244	['fracture']
PMC8440156	['methamphetamine addiction']
PMC8440515	['autoimmune disorders']
PMC8440945	['rbm20 cardiomyopathy']
PMC8441430	['hepatic ischemia and reperfusion injury']
PMC8442608	['breast cancer bone metastases']
PMC8442631	['metastatic breast cancer']
PMC8442742	['chemotherapy-induced peripheral neuropathy']
PMC8443346	['immune liver injury']
PMC8443578	['sterile inflammation']
PMC8443599	['antibody-mediated rejection']
PMC8443647	['bacterial keratitis']
PMC8443774	['myocardial fibrosis']
PMC8443790	['sepsis-induced acute kidney injury']
PMC8443841	['t cell acute leukaemia']
PMC8444107	['acute pancreatitis-associated intestinal injury']
PMC8444158	['castration-resistant prostate cancer']
PMC8444195	['chronic rhinosinusitis']
PMC8444408	['malignant tumors']
PMC8444568	['leishmaniosis']
PMC8445472	['progressive pulmonary fibrosis']
PMC8445710	['influenza a virus infection', 'influenza a virus pneumonia']
PMC8445818	['braf-mutant melanoma']
PMC8445934	['human immunodeficiency virus type one infection']
PMC8445973	['chronic liver diseases']
PMC8446048	['hiv-associated neurocognitive disorder']
PMC8446534	['gut inflammation']
PMC8447570	['alcohol-induced neuroinflammation', 'alcohol-induced loss of neurogenesis']
PMC8447610	['central post-stroke pain']
PMC8447950	['human cancers']
PMC8448144	['mycobacterium abscessus lung disease']
PMC8448834	['advanced liver disease']
PMC8448936	['acetaminophen hepatotoxicity']
PMC8448976	['philadelphia chromosome-like b-acute lymphoblastic leukemia']
PMC8449024	['advanced urothelial cancer']
PMC8449650	['myelosuppression']
PMC8449784	['skeletal muscle atrophy']
PMC8450123	['non?alcoholic fatty liver disease']
PMC8450395	['cisplatin-induced nephrotoxicity']
PMC8451327	['spondyloarthritis']
PMC8451627	['aortic fibrosis']
PMC8451635	['acute liver injury']
PMC8451667	['influenza a virus infections']
PMC8451821	['myocardial injury']
PMC8452150	['itch']
PMC8452639	['nmdar antibody encephalitis']
PMC8452643	['human respiratory syncytial virus infection']
PMC8452652	['human immunodeficiency virus']
PMC8452729	['castration-resistant prostate cancer']
PMC8452994	['digestive system tumors']
PMC8453016	['cutaneous candida albicans infection']
PMC8453217	['severe acute pancreatitis']
PMC8453303	['heart failure with preserved ejection fraction']
PMC8453679	['menopause']
PMC8453884	['severe influenza a virus infection']
PMC8454009	['burn wound injury']
PMC8454499	['renal anemia']
PMC8455458	['uterine leiomyomas']
PMC8455841	['osteolytic bone disorders']
PMC8456366	['metastatic estrogen receptor ? positive breast cancer']
PMC8456452	['castration-resistant prostate cancer', 'neuroendocrine prostate cancer']
PMC8456453	['castration-resistant prostate cancer']
PMC8456549	['acute migraine']
PMC8456613	['cancer cachexia']
PMC8456668	['age-associated decline in skeletal muscle function']
PMC8456711	['pediatric solid tumors', 'pediatric acute lymphoblastic leukemia']
PMC8456717	['diabetic peripheral neuropathy']
PMC8457727	['chronic inflammatory liver diseases']
PMC8457977	['diabetic chronic wounds']
PMC8458573	['inflammatory osteolysis']
PMC8458782	['congenital hereditary endothelial dystrophy']
PMC8458799	['enterovirus 71 brainstem encephalitis']
PMC8458938	['methamphetamine abuse', 'methamphetamine dependence', 'methamphetamine use disorder']
PMC8459589	['periprosthetic osteolysis']
PMC8459599	['ocular keratitis']
PMC8459619	['periprosthetic joint infection']
PMC8459670	['photoreceptor degeneration']
PMC8460392	['poststroke dementia']
PMC8461035	['heart failure with reduced ejection fraction']
PMC8461760	['b-acute lymphoblastic leukemia']
PMC8461771	['acinetobacter baumannii infection']
PMC8461875	['cancer metastasis']
PMC8462115	['kidney injury']
PMC8462127	['human immunodeficiency virus']
PMC8462347	['hantavirus cardiopulmonary syndrome']
PMC8462485	['allograft rejection']
PMC8462743	['fetal injury']
PMC8463271	['severe chronic pain']
PMC8463277	['her2-positive cancers']
PMC8463290	['sepsis-induced intestinal injury']
PMC8464018	['traumatic spinal cord injury']
PMC8464315	['human papillomavirus']
PMC8464508	['sleep disruption']
PMC8464681	['sepsis-induced acute lung injury']
PMC8464997	['intestinal injury caused by ionizing radiation']
PMC8465184	['nonmuscular invasive bladder urothelial carcinoma']
PMC8465505	['autoimmune arthritis']
PMC8466557	['chronic itch']
PMC8466812	['metastatic cancer']
PMC8466884	['ischemic brain injury']
PMC8466890	['obesity-related type 2 diabetes']
PMC8466912	['graft rejection']
PMC8467247	['colorectal cancer liver metastases']
PMC8467330	['skin wounds']
PMC8467357	['copper neurotoxicity']
PMC8467477	['inflammatory conditions']
PMC8467989	['ischemia-reperfusion injury of neuronal tissue']
PMC8468546	['invasive fungal disease']
PMC8469064	['inflammatory hyperalgesia']
PMC8469322	['full-thickness skin injury']
PMC8469340	['copper-induced cardiotoxicity']
PMC8469377	['cardiorenal syndrome type 3']
PMC8469383	['retinal ischemia/reperfusion injury']
PMC8469576	['stress']
PMC8469737	['chronic wound']
PMC8470189	['multidrug-resistant gram-negative bacterial infections']
PMC8470285	['herpes simplex infection']
PMC8471133	['optic nerve crush']
PMC8471287	['cerebral ischemia and reperfusion']
PMC8471334	['tumor metastasis']
PMC8471724	['upper urinary tract urothelial carcinoma']
PMC8471997	['anemia secondary to blood loss']
PMC8472008	['skin allergic diseases']
PMC8472478	['mrsa wound infections']
PMC8472607	['plaque psoriasis']
PMC8472696	['severe respiratory infections']
PMC8472899	['epstein-barr virus-associated lymphoproliferation']
PMC8472913	['viral gastroenteritis']
PMC8473246	['hiv']
PMC8473575	['cisplatin-induced nephrotoxicity']
PMC8473707	['myocardial ischemia-reperfusion injury']
PMC8473906	['acute ischemia-reperfusion injury']
PMC8473943	['mrsa infection']
PMC8473998	['achilles tendon injury']
PMC8474427	['hypoxic ischemic brain damage']
PMC8474578	['alcohol related diseases']
PMC8474762	['pneumonia due to methicillin-resistant staphylococcus aureus']
PMC8475274	"[""trousseau's syndrome""]"
PMC8476493	['skeletal muscle dysfunction']
PMC8476547	['endocrine-resistant breast cancers']
PMC8476751	['gastric precancerous lesions']
PMC8476869	['diarrhea-predominant irritable bowel syndrome']
PMC8477930	['severe respiratory diseases']
PMC8478381	['osteonecrosis of femoral heads']
PMC8478590	['gastrointestinal motility disorder']
PMC8478661	['myeloproliferative neoplasms']
PMC8478865	['chemotherapy-induced peripheral neuropathy']
PMC8479102	['opiate withdrawal']
PMC8479519	['spinal interbody fusion']
PMC8479526	['bone healing']
PMC8479821	['diet induced obesity']
PMC8479856	['wet age-related macular degeneration']
PMC8480397	['vascular cognitive impairment']
PMC8480722	['acute gouty arthritis']
PMC8480901	['community-acquired bacterial pneumonia']
PMC8481254	['diabetes-associated liver cancer']
PMC8481259	['intractable neural diseases']
PMC8481290	['osteolytic breast cancer']
PMC8481302	['diabetes myocardial ischemia/reperfusion injury']
PMC8481571	['influenza b']
PMC8481732	['diabetic wound healing']
PMC8482573	['solid tumors']
PMC8482632	['clear-cell renal cell carcinoma']
PMC8482636	['castration resistant prostate cancer']
PMC8482728	['restenosis']
PMC8483473	['cardiac damage', 'diastolic dysfunction']
PMC8483777	['ebola', 'marburg', 'zika']
PMC8484060	['anthracycline-induced cardiotoxicity']
PMC8484166	['excessive bleeding']
PMC8484336	['localized provoked vulvodynia']
PMC8484930	['bleeding during surgical procedures']
PMC8485513	['flexor tendon injury']
PMC8486139	['clostridioides difficile infections']
PMC8486181	['non-small?cell lung cancer']
PMC8486544	['myocardial fibrosis']
PMC8486747	['rituximab/chemotherapy relapsed and refractory b-cell lymphoma']
PMC8487382	['postoperative neurocognitive disorder']
PMC8487390	['diabetic osteoporosis']
PMC8487418	['human prion diseases']
PMC8487421	['subclinical hypothyroidism', 'overt hypothyroidism']
PMC8487422	['neurodegeneration']
PMC8487517	['gut dysfunction']
PMC8487533	['skin wounds']
PMC8487597	['kidney damage']
PMC8487883	['vascular calcification in chronic kidney disease']
PMC8487989	['early immature thymocyte precursor all']
PMC8488008	['multiple myeloma-induced osteolytic disease']
PMC8488199	['sepsis-induced cardiomyopathy']
PMC8488261	['burn wound infections']
PMC8488309	['diabetic wounds']
PMC8488709	['ovarian tumor']
PMC8488710	['solid tumors']
PMC8488720	['pediatric solid tumors']
PMC8489101	['diabetic lung ischemia-reperfusion injury']
PMC8489106	['bladder pain']
PMC8489197	['venous intimal hyperplasia']
PMC8489201	['traumatic hemorrhage']
PMC8489215	['claudication in peripheral artery occlusive disease']
PMC8489932	['recurrent ovarian cancer']
PMC8490418	['inflammatory pain']
PMC8490525	['septic acute kidney injury']
PMC8490528	['pancreatic fibrosis']
PMC8490745	['infectious pneumonia']
PMC8490825	['acute and chronic pain']
PMC8490849	['staphylococcus aureus toxaemia']
PMC8491391	['myocardial ischemia/reperfusion injury']
PMC8491539	['kras-mutant cancer']
PMC8491594	['contrast-induced acute kidney injury']
PMC8491740	['sepsis-induced brain injuries']
PMC8491995	['posterior capsule opacification']
PMC8492184	['cisplatin-induced cardiotoxicity']
PMC8492235	['kidney injury']
PMC8492247	['arsenic toxicity']
PMC8492303	['nonalcoholic fatty liver disease/steatohepatitis']
PMC8492313	['chronic kidney disease anemia']
PMC8492319	['kras-mutant lung cancer']
PMC8492331	['x-linked intellectual disabilities']
PMC8492351	['age-related heart failure']
PMC8492493	['pancreatic neuroendocrine tumors']
PMC8492505	['non-small cell lung cancers']
PMC8492710	['intracerebral haemorrhage']
PMC8492941	['viral myocarditis']
PMC8493126	['functional dyspepsia']
PMC8493249	['morphine-induced respiratory depression']
PMC8493335	['ventricular arrhythmias following myocardial infarction']
PMC8494022	['advanced colorectal cancer']
PMC8494180	['chronic heart failure']
PMC8494364	['coagulopathy-mediated bleeding']
PMC8494485	['gonadotoxicity', 'ovarian function and fertility preservation during chemotherapy']
PMC8494576	['intestinal ischemia-reperfusion injury']
PMC8494580	['hepatic ischemia-reperfusion injury']
PMC8494584	['heart failure with preserved ejection fraction', 'heart failure with reduced ejection fraction']
PMC8494961	['lumbar foraminal stenosis']
PMC8495014	['myocardial ischemia/reperfusion injury']
PMC8495017	['malignant cancer']
PMC8495379	['intracranial arterial dolichoectasia']
PMC8495452	['batten diseases']
PMC8495453	['adult polyglucosan body disease']
PMC8495630	['prostate cancer bone metastasis']
PMC8495904	['ischemia / reperfusion injury']
PMC8496246	['nephrotoxicity']
PMC8497541	['chemotherapy-induced ovarian dysfunction']
PMC8497560	['inflammatory diseases']
PMC8497826	['lipoatrophy-induced cardiomyopathy']
PMC8498883	['atherosclerotic plaque rupture']
PMC8500359	['human immunodeficiency virus']
PMC8500742	['postoperative neurocognitive disorders']
PMC8500914	['temporomandibular joint osteoarthritis']
PMC8500949	['brca1/2-mutant tumors']
PMC8501045	['mrsa infection']
PMC8501657	['renal injury during hypothermic preservation']
PMC8501688	['type i diabetes']
PMC8501771	['seminiferous epithelium degeneration']
PMC8501846	['metastatic, castration-resistant prostate cancer']
PMC8502222	['non?alcoholic steatohepatitis']
PMC8502542	['pancreatic adenocarcinomas']
PMC8502813	['acute mountain sickness']
PMC8502875	['ischemic arrhythmia']
PMC8503581	['persistent inflammation']
PMC8503816	['enzalutamide-resistant prostate cancer']
PMC8504184	['hiv-associated neurocognitive disorder']
PMC8504370	['age-related cognitive dysfunction']
PMC8504389	['degenerative diseases affecting retinal ganglion cells']
PMC8504528	['delayed neurocognitive recovery']
PMC8504580	['alcohol-induced fatty liver']
PMC8504657	['uvb-induced photodamage']
PMC8504706	['statin-induced myopathy']
PMC8504808	['neuronal ceroid lipofuscinosis type 2']
PMC8504871	['sepsis-induced acute kidney injury']
PMC8505073	['solid tumor']
PMC8505230	['tumor angiogenesis', 'tumor progression']
PMC8505306	['lung metastases']
PMC8505515	['severe acute pancreatitis']
PMC8505516	['paraquat poisoning']
PMC8505628	['addiction']
PMC8505825	['autosomal?dominant polycystic kidney disease']
PMC8505964	['intestinal ischemia/reperfusion injury']
PMC8506023	['perianal wounds']
PMC8506112	['chronic stress-induced cardiomyopathy']
PMC8506716	['diabetic cognitive impairment']
PMC8506776	['myocardial injury', 'myocardial ischaemic complications']
PMC8506949	['hepatic ischemia-reperfusion injury']
PMC8507261	['muscle wasting due to aging']
PMC8507761	['chemotherapy-induced peripheral neurotoxicity']
PMC8508021	['her2+ breast cancer', 'kras-driven lung cancer']
PMC8508156	['pancreatic neuroendocrine neoplasms']
PMC8508359	['painful neuropathy']
PMC8508380	['chronic liver diseases']
PMC8508562	['renal ischemia reperfusion injury']
PMC8508664	['sepsis-induced kidney injury']
PMC8508698	['acute renal dysfunction']
PMC8508730	['adult t-cell leukaemia/lymphoma']
PMC8508772	['cisplatin-induced renal toxicity']
PMC8508822	['b cell malignancies', 'aggressive lymphoma']
PMC8509405	['compromised intestinal mucosal barrier']
PMC8509428	['dementia diseases']
PMC8509568	['neurological and neurodegenerative diseases']
PMC8510467	['tumour growth', 'metabolic disorders']
PMC8510614	['age-related vascular impairment']
PMC8510962	['gastrointestinal or systemic inflammatory disorders']
PMC8511242	['alcohol relapse']
PMC8511258	['cic-dux4 sarcoma']
PMC8511420	['aseptic loosening of prosthesis']
PMC8511430	['biliary obstruction']
PMC8511672	['cardiac fibrosis']
PMC8514018	['hyperphosphatemia in chronic kidney disease']
PMC8514377	['eosinophilic fasciitis']
PMC8514692	['cerebral ischemia/reperfusion injury']
PMC8514797	['type2 diabetes']
PMC8514851	['engraftment arrhythmia']
PMC8514917	['global cerebral ischemia']
PMC8515673	['arterial medial calcification']
PMC8515680	['chemotherapy-induced neuropathic pain']
PMC8516355	['hematopoietic-acute radiation syndrome']
PMC8516425	['sepsis-mediated lung injury']
PMC8516426	['skin wounds']
PMC8516428	['actinic proctitis']
PMC8516652	['metastatic colorectal cancer']
PMC8516995	['zellweger spectrum disorder']
PMC8517027	['autosomal-dominant polycystic kidney disease']
PMC8517204	['gm1-gangliosidosis']
PMC8517205	['surf1-related leigh syndrome']
PMC8517345	['obesity-induced insulin resistance', 'skeletal muscle wasting']
PMC8517355	['cancer cachexia']
PMC8517358	['cancer cachexia']
PMC8519293	['burn wound infection']
PMC8519310	['hematologic tumors']
PMC8519505	['alloimmunity']
PMC8520223	['dopamine neuron dysfunction']
PMC8520282	['vascular contributions to cognitive impairment and dementia']
PMC8520720	['senescence-associated diseases']
PMC8520994	['inflammatory pain']
PMC8521394	['methicillin-resistant staphylococcus aureus infection']
PMC8521477	['post-operative ileus']
PMC8521491	['aggressive behaviors']
PMC8521501	['acute tracheobronchitis']
PMC8521584	['her2+ breast-to-brain-metastasis']
PMC8522752	['dengue virus infection']
PMC8522759	['spinal cystic echinococcosis']
PMC8524077	['b cell malignancies']
PMC8524085	['methicillin-resistant staphylococcus aureus infection']
PMC8524240	['cerebral ischemia-reperfusion injury']
PMC8524846	['cardiac dysfunction', 'cardiac remodeling', 'cardiac injury']
PMC8524967	['neonatal hypoxic-ischemic encephalopathy']
PMC8525325	['hiv-associated neurocognitive disorders']
PMC8525628	['irp2 deficiency-induced neurodegenerative syndrome']
PMC8525634	['mild traumatic brain injuries']
PMC8525639	['intimal hyperplasia']
PMC8525660	['myocardial ischemia/reperfusion injury']
PMC8525948	['pancreatic adenocarcinomas']
PMC8525960	['contrast-induced acute kidney injury']
PMC8526061	['fracture']
PMC8526136	['human immunodeficiency virus']
PMC8526201	['chronic cerebral hypoperfusion']
PMC8526371	['autoimmune arthritis']
PMC8526546	['motor side effects', 'memory side effects']
PMC8526570	['uv-induced oxidative stress']
PMC8526578	['b-cell tumor']
PMC8526742	['liver tumors']
PMC8527100	['zika']
PMC8527167	['metastatic melanoma']
PMC8527959	['hendra virus', 'nipah virus']
PMC8528251	['myocardial infarction injury']
PMC8528257	['ovarian torsion detorsion injury']
PMC8528548	['diabetes-induced periodontitis']
PMC8528571	['pruritic disorders']
PMC8529446	['metastatic osteosarcoma', 'chemo-resistant osteosarcoma']
PMC8529582	['ischemic cardiomyopathy']
PMC8529766	['ischemia/reperfusion injury']
PMC8529774	['bone cancer pain']
PMC8529897	['acute cardiac dysfunction']
PMC8530207	['thoracic aortic aneurysm and acute aortic dissection']
PMC8530393	['early psychosis']
PMC8530969	['her2 exon 20 insertion-mutant lung adenocarcinoma']
PMC8531128	['chronic glomerulonephritis']
PMC8531212	['thrombotic diseases']
PMC8531488	['lipoprotein glomerulopathy']
PMC8531659	['glycogen storage disease type 1b']
PMC8532042	['constipation associated with diabetes']
PMC8532139	['hypoglycemia-associated autonomic failure']
PMC8532708	['anaerobic infection']
PMC8532811	['cerebral ischemic injury']
PMC8532939	['mrsa-infected surgical wounds']
PMC8532998	['non-alcoholic liver injury']
PMC8533017	['methicillin-resistant staphylococcus aureus orthopaedic device-related infection']
PMC8533060	['bone defects', 'spinal fusions']
PMC8533165	['type1 diabetes']
PMC8533175	['myocardial ischemia-reperfusion injury']
PMC8533388	['gastric lesions']
PMC8533582	['primary mitochondrial encephalopathy']
PMC8533586	['pediatric and adult malignancies']
PMC8533609	['intestinal ischemia/reperfusion injury']
PMC8534271	['renal ischemia-reperfusion injury']
PMC8534273	['phaeochromocytomas']
PMC8535060	['alcohol-related liver disease']
PMC8535534	['radiation gastrointestinal syndrome']
PMC8536397	['autoimmune seizures']
PMC8536681	['hiv-1']
PMC8536888	['postoperative hyperalgesia']
PMC8537008	['type i diabetes']
PMC8537122	['systemic autoimmune disease']
PMC8537538	['muscle contusion', 'musculoskeletal injuries', 'musculoskeletal disorders']
PMC8537609	['bladder disorders']
PMC8537837	['skin photoaging']
PMC8537948	['bacterial keratitis']
PMC8538682	['vascular ischemia/reperfusion injury']
PMC8538847	['oral mucosa lesions', 'temporomandibular joint pathologies']
PMC8538935	['metabolic disorder']
PMC8539214	['zika virus']
PMC8539345	['critical limb ischaemia']
PMC8539417	['inflammatory pain']
PMC8539663	['diabetic wound healing']
PMC8539938	['ocular inflammation']
PMC8539996	['diabesity']
PMC8540129	['acute epileptic seizures']
PMC8540270	['surfactant deficiency']
PMC8540400	['barded-biedl syndrome']
PMC8540548	['coronavirus disease']
PMC8540639	['renal dysfunction']
PMC8540734	['colorectal cancer with peritoneal metastases']
PMC8540756	['hepatosteatosis']
PMC8540817	['advanced atherosclerosis']
PMC8541080	['embryonal cns tumors']
PMC8541278	['uncontrolled bleeding']
PMC8541718	['neurodevelopmental deficits']
PMC8541740	['testicular toxicity']
PMC8542034	['cardiac ischemia/reperfusion injury']
PMC8542477	['hyperglycaemia']
PMC8542660	['sepsis-induced myocarditis']
PMC8544308	['myocardial ischemia/reperfusion injury']
PMC8544859	['radiation or chemotherapy induced myelosuppression']
PMC8545125	['streptococcus pyogenes infection']
PMC8545613	['chronic autoimmune neuropathies', 'inflammatory neuropathies']
PMC8545873	['psychotomimetic side effects']
PMC8546118	['lung ischemia-reperfusion injury']
PMC8546214	['hyperglycaemia', 'myocardial dysfunction after cardiac arrest']
PMC8546248	['diabetic macroangiopathy']
PMC8546423	['radiation-induced enteropathy']
PMC8546683	['rotavirus-induced diarrhea', 'antibiotic-induced diarrhea']
PMC8546850	['cancer metastasis']
PMC8547236	['cardiac inefficiency']
PMC8548159	['cerebral ischemic stroke', 'brain ischemia/reperfusion injury']
PMC8548354	['acute respiratory viral infections']
PMC8548550	['primary high grade gliomas']
PMC8548634	['doxorubicin-induced cardiomyopathy']
PMC8548672	['degenerative tissue effects of exposure to space radiation']
PMC8548769	['burn skin infection']
PMC8549090	['coronary microvasculature dysfunction following st-segment elevation myocardial infarction']
PMC8549093	['diminished ovarian reserve']
PMC8549351	['corneal allograft rejection']
PMC8549793	['alcohol-related liver disease']
PMC8549964	['oronasal fistula']
PMC8550798	['renal ischemia-reperfusion injury', 'liver injury']
PMC8550963	['trauma-induced delirium', 'posttraumatic syndromes']
PMC8551721	['chronic heart failure', 'cardiorenal syndrome-2']
PMC8552146	['b-cell malignancies']
PMC8552156	['ventricular arrhythmias']
PMC8552242	['cocaine recidivism', 'psychostimulant recidivism']
PMC8552723	['skin infection']
PMC8552772	['human immunodeficiency virus infection']
PMC8552821	['postoperative ileus']
PMC8552823	['myocardial fibrosis']
PMC8552832	['peripheral nerve trauma']
PMC8553305	['cerebral ischemia?reperfusion injury']
PMC8553311	['poststroke sleep disorders']
PMC8553340	['squamous cell lung carcinoma']
PMC8553434	['large bone defects']
PMC8553464	['alcoholic kidney injury', 'renal interstitial fibrosis']
PMC8553484	['hyperoxia-induced kidney injury']
PMC8554104	['bone defect']
PMC8554203	['acute graft-versus-host disease']
PMC8554536	['kidney injury']
PMC8555249	['malignant tumors']
PMC8555527	['multiple-system atrophy']
PMC8555529	['non-alcoholic fatty liver']
PMC8555538	['chronic salmonella infections']
PMC8555778	['restenosis']
PMC8555996	['lung ischemia-reperfusion injury']
PMC8556235	['skin fibrosis']
PMC8556843	['osteonecrosis of the femoral head']
PMC8557214	['chemotherapy-induced intestinal mucositis']
PMC8557591	['hiv-1 infection']
PMC8558466	['lower respiratory tract infection']
PMC8558988	['acute inflammatory pain']
PMC8559241	['high-risk neuroblastoma']
PMC8559338	['metastatic melanoma']
PMC8559414	['cancer cachexia']
PMC8559775	['bone metastasis', 'soft tissue metastasis']
PMC8559967	['delayed union', 'nonunion']
PMC8560329	['bone metastases']
PMC8560655	['post-traumatic osteoarthritis']
PMC8560711	['sepsis-induced acute lung injury']
PMC8560862	['type i hereditary tyrosinemia']
PMC8560876	['group b streptococcus infection']
PMC8560893	['corneal graft rejection']
PMC8562001	['renal disease']
PMC8562143	['pulmonary artery hypertension']
PMC8562536	['advanced bladder urothelial cancer']
PMC8562569	['castration-resistant prostate cancer']
PMC8562765	['myeloid and lymphoid neoplasms with eosinophilia and fgfr1 rearrangements', 'acute lymphomas']
PMC8563458	['spinal cord contusion injury']
PMC8563669	['intestinal mucosal atrophy']
PMC8563675	['fracture-induced pain']
PMC8564201	['nephrotoxicity']
PMC8564391	['vancomycin-resistant enterococcus faecium infection']
PMC8564414	['renal anemia associated with chronic kidney disease']
PMC8564672	['high-grade serous ovarian adenocarcinoma']
PMC8564895	['diffuse white matter injury']
PMC8565061	['diffuse intrinsic pontine gliomas']
PMC8565466	['type 1 spinal muscular atrophy']
PMC8565508	['severe acute pancreatitis']
PMC8565519	['ricin poisoning']
PMC8566236	['her2+ breast cancer']
PMC8566436	['braf v600e mutant metastatic melanomas', 'melanoma brain metastases']
PMC8567056	['tamoxifen-resistant breast cancer']
PMC8567203	['peripheral arterial occlusive disease']
PMC8567244	['multidrug-resistant gram-negative bacterial infections']
PMC8567252	['herpetic stromal keratitis']
PMC8567856	['brachial plexus root avulsion']
PMC8567942	['post-operative ileus', 'adhesive small bowel obstructions']
PMC8568395	['osteoarthritis pain']
PMC8568517	['spinal cord ischemia reperfusion injury']
PMC8568634	['nut carcinoma']
PMC8568827	['liver injury']
PMC8568849	['charcot-marie-tooth disease type-2d']
PMC8568920	['methicillin-resistant staphylococcus aureus infection']
PMC8568960	['catheter-related biofilm infections']
PMC8569020	['olfactory dysfunction']
PMC8569230	['esophageal squamous cancer']
PMC8569261	['myocardial ischemia and reperfusion injury']
PMC8569322	['cardiac fibrosis', 'myocardial injury']
PMC8569323	['chronic rhinosinusitis']
PMC8569378	['kidney injury associated with cold storage/transplantation']
PMC8569752	['intestinal ischemia-reperfusion injury']
PMC8569754	['ischemic colon anastomosis']
PMC8569887	['neurodegenerative tauopathies']
PMC8569937	['type 2 diabetes mellitus?accelerated atherosclerosis']
PMC8570021	['fibrotic liver injury']
PMC8570170	['chronic liver disease']
PMC8570343	['castration-resistant prostate cancer']
PMC8570994	['subclinical hypothyroidism']
PMC8571002	['non-small cell lung cancer brain metastases']
PMC8571036	['brain metastasis', 'leptomeningeal metastasis']
PMC8571037	['pediatric sarcoma']
PMC8571056	['chronic wounds', 'diabetic wounds']
PMC8571220	['mismatch-repair-deficient tumors']
PMC8571272	['late-stage colorectal cancer']
PMC8571277	['chronic rhinosinusitis']
PMC8571783	['bone defects']
PMC8572093	['right heart failure']
PMC8572774	['triple?negative breast cancer']
PMC8572785	['dermal radiation-induced fibrosis']
PMC8572787	['hepatic ischaemia?reperfusion injury']
PMC8572803	['ionizing radiation-induced intestinal damage']
PMC8573346	['myocardial ischemia/reperfusion injury']
PMC8573603	['fragile x?associated tremor/ataxia syndrome', 'c9orf72 als/ftd']
PMC8573727	['chronic gestational stress']
PMC8573881	['her2+ cancers']
PMC8574118	['sepsis-induced acute kidney injury']
PMC8575489	['b cell non-hodgkin lymphomas']
PMC8575535	['coronavirus disease']
PMC8575798	['non-small cell lung cancer with bone metastasis']
PMC8575949	['adriamycin nephropathy']
PMC8575952	['gulf war illness']
PMC8575974	['renal ischemia-reperfusion injury']
PMC8575991	['influenza a']
PMC8576434	['heatstroke-induced acute lung injury']
PMC8576519	['corneal wound', 'ocular vascular diseases']
PMC8576530	['myocardial ischemia reperfusion injury']
PMC8576645	['intestinal dysbacteriosis']
PMC8576731	['vascularized composite allograft rejection']
PMC8576896	['testicular dysfunction']
PMC8577293	['cardiovascular dysfunction']
PMC8577318	['high-risk neuroblastoma']
PMC8577399	['complicated urinary tract infection']
PMC8577565	['arterial thrombosis']
PMC8577775	['autoimmune disorders']
PMC8577840	['usher syndrome type i']
PMC8577928	['uvb-induced skin oxidative and inflammatory injuries']
PMC8578155	['persistent inflammatory pain']
PMC8578367	['metastatic triple-negative breast cancer']
PMC8578411	['persistent inflammatory pain']
PMC8578458	['her2+ breast cancers']
PMC8578459	['cystathionine ?-synthase deficiency']
PMC8578463	['her2 breast cancer']
PMC8578635	['high-risk pediatric neuroblastoma']
PMC8578813	['chronic hbv infection']
PMC8579287	['acute liver injury']
PMC8579324	['lung cancer brain metastasis']
PMC8579683	['mrsa infected deep burn wounds in diabetic patients']
PMC8579862	['radiation-induced lung injury']
PMC8579919	['immune-mediated diseases', 'chronic glomerular diseases', 'immunological disorders']
PMC8580050	['infections caused by gram-negative and gram-positive bacteria']
PMC8580130	['s. aureus bacterial infections']
