pmcid	unmapped_drugs
PMC8741248	['free mimic-nc', 'milk-derived exosomes', 'mexo) by differential centrifugation and synthesized mir-31-5p-loaded exosomes', 'pbs', 'free mir-31-5p mimics', 'mexo-31) or mimic nc']
PMC8741251	['sp94-dox-nds', 'dox-nds', 'pbs']
PMC8741288	['anti-pd-1 abs']
PMC8741294	['anti-ctla4', 'anti-cd44-ir700', 'anti-cd29-ir700', 'anti-pd-1']
PMC8741342	['qishen granules']
PMC8741355	['yi-chang-huang-tang']
PMC8741387	['compound 4', 'c40']
PMC8741415	['o6bg/bcnu', 'long ?-globin lcr', 'hdad5/35++ vector', 'transposon vector', 'g-csf/amd3100']
PMC8741417	['ad-eat-2', 'ad-null', 'adenovirus vector-expressing slamf7-fc']
PMC8741449	['mg-supplement']
PMC8741604	['pd-l1 inhibitory peptide 3', 'ad-pd-l1ip3']
PMC8741741	['anti-programmed cell death protein 1 monoclonal antibody']
PMC8741845	['id09']
PMC8741846	['adenovirus expressing apoptin-htertp', 'ad-mock', 'ad-vp3']
PMC8742126	['ed71']
PMC8742172	['radiofrequency ablation']
PMC8742196	['me-camp']
PMC8742234	['bone mesenchymal stem cells']
PMC8742476	['ilorin']
PMC8742507	['pre-immune serum', 'cas', '2hf']
PMC8742765	['fzd7-targeting adc, septuximab vedotin']
PMC8742768	['anti-pd1']
PMC8742776	['hn3-okt3-hfc', 'hn3-kh', 'hn3-hfc-okt3', 'hyp7-kh', 'hyp7-hfc-okt3', 'hyp7-okt3-hfc']
PMC8742844	['prekallikrein antisense oligonucleotide', 'mini-anp', '1-benzyl-1h-pyrazole-4-carboxylic acid 4-carbamimidoyl-benzylamide)', 'anp5-28']
PMC8743227	['fgf1?hbs']
PMC8743394	"[""3'-daidzein sodium sulfonate""]"
PMC8743651	['okn?007', 'mmab anti-eltd1 ab']
PMC8743659	['c1632']
PMC8743712	['il-36?']
PMC8743728	['t cells', 'regular car-t cells']
PMC8744130	['bpv(pic)']
PMC8744831	['antisense oligonucleotide']
PMC8744980	['sb-t-121606', 'sb-t-121605']
PMC8744989	['micro-immunotherapy medicine']
PMC8745002	['ap-4-287']
PMC8745106	['neuroglobin']
PMC8745183	['anti-scg3 hab']
PMC8745184	['anti-pd-1 antibody']
PMC8745358	['yisui an']
PMC8745379	['0.96 w/cm2 irradiation', 'tissue']
PMC8745382	['ibet-151']
PMC8745452	['chung-dae']
PMC8745465	['5-amino-n-tert-butyl-2-(methylsulfanyl)-4-(3-(nicotinamido)phenyl)thieno[2,3-d]pyrimidine-6-carboxamide']
PMC8745517	['hypothermia']
PMC8745562	['murine oncostatin m', 'human-like oncostatin m', 'murine leukemia inhibitory factor']
PMC8745581	['pbs']
PMC8745690	['bone marrow-derived stem cells']
PMC8745728	['3-[(2-methyl-1,3-thiazol-4-yl)ethynyl]-pyridine']
PMC8746050	['mpegsesece6pbap']
PMC8746063	['nesfatin-1']
PMC8746260	['blood clot', 'bioactive glass']
PMC8746498	['radiation', 'jnj-605', 'bay-2243']
PMC8746568	['3,6?-disinapoyl sucrose']
PMC8746631	['b-pln4']
PMC8746798	['compound 4']
PMC8747013	['retinol-binding proteinalbumin domain iii fusion protein']
PMC8747035	['compound 4']
PMC8747360	['t1307:f127/fnz', 'f127-glu/fnz', 'f127:lps/fnz', 't1307-glu/fnz']
PMC8747454	['human umbilical cord-derived msc']
PMC8747877	['4-psq']
PMC8748188	['th, 3,5,3-triiodothyronine', 'sob-am2']
PMC8748230	['pd-1 antibody (?pd-1)']
PMC8748453	['anti-tgf?1 antibody', 'anti-bmp1.3 antibody', 'igg1 antibody']
PMC8748457	['fibroblast growth factor-21']
PMC8748509	['suw133']
PMC8748511	['fu2-alb1']
PMC8748603	['rhtnfr:fc']
PMC8748612	['lair-il2', 'lairx-lairx-msah464q-il2', 'lair-lairx-msah464q-il2', 'lair-lair-msah464q-il2', 'lairx-il2', 'njb2-msah464q-il2', 'ta99', 'njt6-il2', 'njt6-msah464q-il2', 'njb2-il2']
PMC8748684	['adiponectin']
PMC8748751	['mir-124-3p.1 mimics']
PMC8748754	['anti-pd-1 antibody']
PMC8748802	['pv-1948d', 'pv-1949d', 'pv-1950d', 'pv-1947d']
PMC8748823	['prodrug 17', 'glycosylated artificial metalloenzymes bound with a grubbs catalyst']
PMC8748953	['5a-1mq']
PMC8749411	['vsv-based vectors expressing sars-cov-2 s alone', 'vsv-ebov', 'vsv-sars2-ebov']
PMC8749450	['aav5-hfviii-sq']
PMC8749459	['prl-295']
PMC8749467	['xmu-mp-5']
PMC8749470	['leukemia inhibitory factor', 'oncostatin m', 'anti?lif monoclonal antibody', 'cardiotrophin?1']
PMC8749473	['osmi?1']
PMC8749482	['cyno-at845']
PMC8749483	['post?fusion f protein', 'pbs', 'pre?fusion f protein', 'f peptides?klh conjugates']
PMC8749493	['clodrosome', 'pd-1 antibody', 'diphtheria toxin']
PMC8750059	['immunological activity of chamaejasmin b']
PMC8750112	['177lu-octreotate']
PMC8750170	['nicotinic acid, or na', 'kpt-8752']
PMC8750272	['anti-ctla-4 monoclonal antibody', 'anti-tigit monoclonal antibody', 'anti-pd1 monoclonal antibody']
PMC8750325	['pegylated human g-csf']
PMC8750546	['photoactivatable liposomes', 'photoactivatable multi-inhibitor liposomes']
PMC8750874	['mito-tiptp']
PMC8750936	['[d-pen2,d-pen5]-enkephalin']
PMC8750965	['h-1337']
PMC8750969	['anti-pd-1 antibody', 'ax-0085']
PMC8751335	['um171a']
PMC8751378	['dp2-ec', 'dp3-ec']
PMC8751696	['p165']
PMC8751737	['ps5-doxl', '5-dox', 'non-ph-sensitive 5-dox liposome', 'free doxorubicin', 'plain liposomes']
PMC8751740	['pva/pnl']
PMC8751875	['bilirubin nanoparticles']
PMC8751882	['6,2?,4??trimethoxyflavone']
PMC8751990	['sod3']
PMC8752009	['leptin antagonist']
PMC8752261	['ckg-medicated serum']
PMC8752682	['anti-btnl2 mab', 'anti-pd-1 mab']
PMC8752722	['baff car-t cells', 'unmodified control-t cells']
PMC8752738	['brazilian green propolis']
PMC8752742	['hepatocyte growth factor']
PMC8752814	['p40-ebi3-fc protein', 'p40-ebi3 vector', 'mock vector']
PMC8752899	['cpg-stat3aso', 'neural stem cells']
PMC8753312	['anti-pd-1 abs', 'shr-1701', 'anti-tgf-? abs']
PMC8753436	['q?(1668)-neoagl-1', 'q?(1668)-neoagl (post-surgical)', 'q?(1668)-neoagl-2', 'q?(1668)-neoagl-3', 'q?(1668)', 'q?(1668)-neoagl-4', 'q?(1668)-neoagl', 'q?(1668)-neoags', 'q?(1668)-neoagl']
PMC8753441	['anti-pd-1 higg4-fala', 'anti-pd-1 migg1', 'anti-pd-1 migg2a', 'anti-pd-1 higg4', 'anti-pd-1 migg1-n297a']
PMC8753448	['can-2409']
PMC8753449	['concar-t cells', 'cd70car-t cells']
PMC8753519	['intermittent fasting', '20(s)-ppd']
PMC8753741	['mito-tempo']
PMC8753877	['short-term starvation']
PMC8753913	['sp/gox nps', 'fa-sp/dox nps', 'fa-py/sp/gox/dox nps', 'sp/dox nps', 'fa-py/sp/gox nps', 'sp/gox nps) or without']
PMC8754111	['ga (15:1)']
PMC8754140	['recombinant mpo']
PMC8754410	['ecd4igg1-v34-ls', 'ecd4igg2-v26', 'aav vectored particles encoding tyrosylprotein sulfotransferase 2', 'ecd4ig', 'ecd4igg1-v34', 'aav vectored ecd4ig', 'ecd4igg2-v26-ls']
PMC8754452	['vsv?g-sars']
PMC8754614	['danggui shaoyao san']
PMC8754652	['palm-tcdna-ps', 'palm-tcdna-po']
PMC8755699	['pf-127 hydrogel', 'mir-615 agomir']
PMC8755794	['?ct1']
PMC8755933	['gip']
PMC8756247	['irradiation']
PMC8756249	['5-fu@dha-uio-66-nh2', '5-fu@uio-66-nh2']
PMC8756272	['tert-act']
PMC8756351	['nov-fluc', 'anti-cd8 antibodies', 'anti-pd-1', 'anti-ctla-4']
PMC8756402	['galectin-1 (gal-1)']
PMC8756407	['il-1? sirna', 'bone marrow mesenchymal stem cells']
PMC8756704	['panax notoginseng saponins', 'tianqi renshen']
PMC8756727	['dermcidin-1l']
PMC8756771	['anti-tweak', 'anti-tnf', 'anti-il-17a']
PMC8757149	['copaiba oil']
PMC8757157	['adiponectin']
PMC8757452	['cumanin diacetate']
PMC8757613	['?-elemene', 'compound id']
PMC8757644	['il-17a monoclonal antibody', 'xuanfei baidu decoction']
PMC8757766	['(si)-based hydrogen-producing nanoagent']
PMC8757777	['p. gingivalis cps', 'pg-cv']
PMC8757802	['amixicile']
PMC8757838	['pgdns1-zikv', 'pns1-zikv']
PMC8757907	['car']
PMC8758261	['exercise preconditioning']
PMC8758272	['oxy-matrine']
PMC8758289	['recombinant adenovirus']
PMC8758490	['alk.fc-lentivirus']
PMC8758507	['anti-cxcl1', 'anti-cxcl5 neutralizing antibodies', 'anti-ly6g', 'anti-rat antibody']
PMC8758526	['m3']
PMC8758555	['2q', 'chlorzoxazone as a positive control', '2o']
PMC8758558	['aav-savior', 'enhanced gfp', 'trispr-c']
PMC8758568	['mpeg-(pleu16)2/dox', 'mpeg-(pleu8)2/dox']
PMC8758692	['abd-gcsf']
PMC8758758	['receptor binding domain', 'brucella abortus', 'rbd-bls hm', 'rbd-bls lm']
PMC8758770	['enampt mab', 'human igg4', 'enampt-neutralizing pab']
PMC8758833	['mock evs', 'rvg?ha', 'rvg?circdym?evs', 'rvg?vector?evs']
PMC8759074	['isotype igg', 'anti-fcrn']
PMC8759348	['mir-nc', 'mir-1291']
PMC8759716	['sertuercept', 'ld.8']
PMC8759735	['4 gy irradiation']
PMC8759917	['lanzhang granules']
PMC8760087	['rvsv-?g-sars-cov-2-s vaccine', 'vsv-wt']
PMC8760779	['growth differentiation factor 11']
PMC8760822	['arsenic-loaded zeolitic imidazolate framework-8 nanoparticles']
PMC8760977	['p407/hpmc', 'phospholipid']
PMC8761002	['hydroxyasafflor yellow a encapsulated in liposomes', 'hydroxyasafflor yellow a']
PMC8761490	['fn58', 'fn1040']
PMC8761789	['mab8b6']
PMC8761808	['acumns', 'acu193', 'iggpet', 'nu4pet', 'iggmns', 'acupet']
PMC8761956	['ad5/35-?24', 'ad5/35-?24_dbp-p2a-mox40l']
PMC8761958	['pvax', 'pbarf1']
PMC8762012	['anti-wnt2', 'anti-pd-1']
PMC8762019	['pegylated interferon-?', 'myrcludex-b', 'lnp-formulated sirna targeting hbv transcripts']
PMC8762056	['fructus aurantii']
PMC8762090	['cordyceps militaris']
PMC8762133	['control-t', 'and ttil-12', 'b7h3 car-t cells', 'attil12-t cells', 'ttil12-t cells']
PMC8762251	['insulin']
PMC8762269	['rb2']
PMC8762298	['edaravone-loaded mesoscale nanoparticles']
PMC8762329	['interferon-?', 'pleiotrophin']
PMC8762521	['stattic-entrapped c-plga nanoparticles']
PMC8762579	['64cu-ls-4', 'ls-4']
PMC8762606	['anti-psa.ige', 'anti-muc1.igg1', 'anti-pd-l1', 'anti-pd-l1 with nk cell depletion', 'polyiclc', 'anti-pd-l1 with nk and cd8 t cell depletion', 'anti-muc1.ige']
PMC8762665	['compound 35', 'compound 43', 'compound 6', 'compound 40', 'compound 16', 'compound 1', 'compound 45', 'compound 12']
PMC8762960	['curnisnp-mediated apsdtssr']
PMC8763653	['k284']
PMC8763658	['anti?muc1 nanobody']
PMC8763762	['peg-nera', 'native erwinia chrysanthemi l-asparaginase']
PMC8763868	['dot1l shrna']
PMC8763961	['botulinum neurotoxin a1']
PMC8764061	['raav9-spc5-12-hco-?utrn', 'raav9-cmv-?dys', 'raav9-mhck7-hco-?utrn', 'raav9-cmv-m-?utrn', 'raav9-cmv-hco-?utrn', 'raav9-cmv-hco-?utrn-flag', 'raav9-cmv-h-?utrn']
PMC8764150	['calcium carbonate hydrogen']
PMC8764181	['san-huang-yi-shen capsule']
PMC8764296	['cpd 23@sol micelles', 'cpd 23 vehicle']
PMC8764814	['4, 5-dimethoxycanthin-6-one']
PMC8765065	['radiation', 'injection of tumor-specific anti-gd2 immunocytokine']
PMC8765347	['mab 1b1c-4', 'mab 1b5c-3', 'mab 1a4b-6']
PMC8765616	['ns']
PMC8765624	['2219 lala', 'v3 mab 2219', '2219 ka', 'v2i mab 2158']
PMC8765632	['conjugated with klh', 'e2-klh', 'vp', 'e3-klh', 'vaccine']
PMC8766252	['gos/crgd-lp', '(-)-gossypol. the non-crgd-containing drug-loaded liposome']
PMC8766796	['pth 134']
PMC8766942	['anti-il-10 neutralizing antibody', 'control igg']
PMC8767159	['benzimidazole 28']
PMC8767317	['2-hydroxypropyl-?-cyclodextrin']
PMC8767366	['ca(ii) complex of meloxicam', '4-hydroxy-2-methyl-n-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-1?6,2-benzothiazine-3-carboxamide, c14h13n3o4s2, fig. 1']
PMC8767495	['2-hydroxypropyl-?-cyclodextrin']
PMC8767641	['anti-cd8+? mab', 'trispecific bnab n6/pgdm1400-10e8v4']
PMC8768424	['sendai virus vector expressing n, m, and e', 'pcdna-e', 'pcdna-m', 'pcdna-n']
PMC8769204	['rc48-adc']
PMC8769502	['sms (sang-mai-san)']
PMC8769511	['neurotropin']
PMC8769514	['electroacupuncture']
PMC8769516	['br 10%-cs hydrogel', 'cs hydrogel', 'br 10%-ag-cs nps-cs hydrogel']
PMC8769522	['pbs (phosphate buffered saline)', 'exotoxin a', 'aunps (gold nanoparticles)', 'exotoxin a-gold nanoparticles']
PMC8769538	['ptx-covid19-b']
PMC8769858	['?-elemene']
PMC8770414	['ditrifluoroethyl malonate', 'diacetoxymethyl malonate', 'dihexafluoropropyl malonate']
PMC8770579	['?echy', 'echy', 'anti-pdl1 antibody']
PMC8770623	['ionizing radiation']
PMC8770858	['(vsv)-based vaccines encoding the sars-cov-2 spike protein either alone', 'vsv-ebov', 'vsv-sars2-ebov']
PMC8770968	['ll?z1640?2']
PMC8771160	['derivative #5']
PMC8771162	['sch b']
PMC8771528	['pembrolizumab mrna']
PMC8771557	['dextran-conjugated tp']
PMC8771566	['ev(icg/ptx)', 'sbc-ev(icg/ptx)']
PMC8771844	['anti-pd-l1']
PMC8771856	['ezrin inhibitor']
PMC8772258	['av-1959d', 'pbs']
PMC8772458	['ta99 mab', 'anti-ctla4', 'mdna11', 'anti-pd1']
PMC8772730	['icg@ms-rgo-mpeg', 'icg@ms-rgo-fa']
PMC8772799	['nxp032', 'aptamin c320']
PMC8772917	['skp-sc-evs']
PMC8772985	['resveratrol butyrate ester']
PMC8773081	['anti-activin a antibody', 'regen-cov cocktail']
PMC8773087	['ncl179']
PMC8773095	['bay 651942']
PMC8773228	['m-lip/ptm', 'lip/ptm']
PMC8773291	['(z)-n-(2-(4,6-dimethoxy-1,3,5-triazin-2-yl)vinyl)-4-methoxyaniline']
PMC8773338	['5', '4', '3', '11', '6', '9']
PMC8773371	['human beta-defensin-3']
PMC8773407	['a-799 trifluoroacetate salt']
PMC8773493	['meds-23']
PMC8773494	['dotap-chol-mfas', 'dotap-chol', 'dotap-chol-hfas']
PMC8773508	['radiotherapy']
PMC8773544	['ac9-12', 'wkymv']
PMC8773601	['mjx-594']
PMC8773621	['amb544925']
PMC8773646	['(e)-n-benzyl-6-(2-(3, 4-dihydroxybenzylidene) hydrazinyl)-n-methylpyridine-3-sulfonamide']
PMC8773648	['fasting']
PMC8773666	['placenta-derived mesenchymal stem cells']
PMC8773723	['vegf mab', 'mab-ev-ver-a']
PMC8773769	['mir-21 antagomir']
PMC8773836	['(3s,4s)-14-ethyl-9-(hydroxymethyl)-4,8,13,18-tetramethyl-20-oxo-3-phorbinepropanoic acid']
PMC8773855	['vmyx-mlight/pbmc', 'vmyx-mlight/pbmcs', 'anti-pd-1', 'vmyx-fluc', 'vmyx-fluc/pbmcs', 'vmyx-mlight', 'vmyx-htnf/pbmc']
PMC8773879	['cx-01']
PMC8773899	['control hamster igg', 'p40 mab a3-3a']
PMC8774041	['complex 1']
PMC8774126	['188reo4']
PMC8774136	['minoxidil topical solution']
PMC8774290	['mrna encapsulated in lipid nanoparticles', 'protein+3m-052-se']
PMC8774475	['hp403@cisoh', 'hp403@cisoh@cur', 'hp403']
PMC8774715	['cipladine']
PMC8775599	['aav1-rp0-hasc', 'aav1-rp0-masc']
PMC8775758	['recombinant azgp1']
PMC8775902	['tyr-d-ala-gly-phe-nh2', 'peptidomimetics 19']
PMC8775934	['si 1/28', 'si 1/13']
PMC8775993	['na-dca']
PMC8776047	['il-17a inhibitor', 'tnf inhibitor']
PMC8776144	['hericium erinaceus mycelium']
PMC8776246	['anti-gr-1', 'anti-pd-1']
PMC8776363	['anti-tnf-?/hsa/il-6r triple-specific fusion protein', 'single-targeted tnf-? fusion protein', 'single-targeted il-6r fusion protein']
PMC8776436	['focused ultrasound']
PMC8776698	['radiotherapy', '?-sulfoquinovosyl-acylpropanediol']
PMC8776790	['ace2+ evs', 'control evs']
PMC8776878	['anti-pd-1 antibody']
PMC8776894	['vespakinin-m', 'lys-(des-arg9-leu8)-bk']
PMC8776909	['biomimetic sponge']
PMC8776951	['[14c]deoxyglucose', '[3h]bromopalmitate']
PMC8776995	['[6,7-bis-(2-methoxy-ethoxy)-quinazolin-4-yl]-{3-[1-(3,5-dibromo-benzyl)-1h-[1,2,3]triazol-4-yl]-phenyl}-amine']
PMC8777082	['cr2-crry']
PMC8777168	['4?ipp']
PMC8777237	['benzyl derivative of indole-triazole', 'naphthalene derivative of indole-triazole']
PMC8777251	['act-conjugated dextran nanoparticles']
PMC8777258	['bsns-cu), manganese-doped borosilicate nanoparticles', 'bsns-cu-mn', 'borosilicate nanoparticles', 'bsns-cu']
PMC8777331	['platelet factor-4']
PMC8777625	['t22-gfp-h6-mmae mps']
PMC8777637	['ciprocin®']
PMC8777667	['hemoglobin s']
PMC8777680	['jmpr-01']
PMC8777932	['c18']
PMC8777937	['selp']
PMC8778058	['photodynamic therapy']
PMC8778151	['pf-nlcs-f127 hydrogel']
PMC8778197	['ceramide a', 'ceramide b']
PMC8778214	['bsa nps', 'hyaluronic acid-coated bovine serum albumin nanoparticles']
PMC8778351	['dss', 'peaoxa']
PMC8778658	['l/t-rip']
PMC8778736	['tongxinluo granule']
PMC8778739	['lipopolysaccharide', 'cxcr7 agonist']
PMC8778791	['gl67a', 'cholkb/dope 1/2 dp5k', 'cholk/dope 1/2 dp5k', 'pgm144', 'cholp/dope 1/2 dp5k', 'pcik-cftr', 'cholt/dope 1/2 dp5k']
PMC8778970	['free aac2', 'free hins', 'aac2-hins complex']
PMC8779174	['compound 1', 'compound 2', 'compound 4', 'compound 3']
PMC8779292	['sr-14968']
PMC8779336	['ps341']
PMC8779360	['insulin', 'peg-coated insulin-loaded nanoparticles', 'insulin-loaded nanoparticles']
PMC8779382	['177lu-if3 mab', 'unlabeled if3 mab', '111in-if3']
PMC8779383	['exosome-encapsulated neferine']
PMC8779475	['pvpt@cy nps', 'free cy']
PMC8779706	['g2']
PMC8779802	['ipv (types i, ii, and iii)', 'whole-cell pertussis (wp) vaccine', 'prn', 'fha']
PMC8779823	['198aunp']
PMC8779833	['gt in crel', 'gt dcnp-lfa1-p', 'gemcitabine and paclitaxel drug-combination nanoparticle']
PMC8779846	['unlabeled dotatate']
PMC8779943	['immune cell activation. gsk-3? inhibitory peptide']
PMC8779945	['bcto-chi', 'bcto-chi-pei/no']
PMC8780014	['dendrimer?n?acetylcysteine conjugate']
PMC8780078	['compound i', '4??ethynyl?2?fluoro?2??deoxyadenosine']
PMC8780146	['10 nm lf-aunps', '10 nm lf-agnps', '30 nm lf-agnps']
PMC8780306	['zegfr:03115-ir700']
PMC8780403	['808 nm laser', 'hcus@pda-ce6/tpp nps', '660 nm', 'hcus-th302@pda-ce6/tpp nps']
PMC8780580	['pregnanolone glutamate']
PMC8780658	['albumin-binding doxorubicin prodrug', 'free dox']
PMC8780666	['(co)-loaded hemoglobin-vesicle', 'hemoglobin-vesicles']
PMC8780845	['nvp-13']
PMC8780911	['calcitriol containing minimalist micellar nanosystem', 'minimalist micellar nanosystem']
PMC8780963	['m2j-1 mab']
PMC8781009	['adjuvant', 'binj/zika-prme']
PMC8781158	['tilorone-dihydrochloride']
PMC8781170	['and panax notoginseng formula']
PMC8781388	['betulinic acid nanoparticles']
PMC8781400	['imb16-4', 'ns']
PMC8781438	['g5.nhac-mpeg@cu(ii)/tpz', 'g5.nhac-peg-pba', 'cppct', 'gppc']
PMC8781472	['pal-orc', 'pal-res']
PMC8781527	['met-rantes']
PMC8781529	['ha-hz-dox', 'ha-adphz-dox', 'ha-nh-dox']
PMC8781632	['mab-ev-ver-a', 'cd47 mab-ev-ver-a', 'egfr mab-ev-ver-a', 'egfr/cd47 mab-ev-ver-a']
PMC8781819	['u12a']
PMC8781862	['palmitoylethanolamide oxazoline']
PMC8781927	['fgfc1']
PMC8782448	['shsf3b1']
PMC8782451	['fasting-mimicking diet', 'periodic fasting']
PMC8782514	['emulsion', '[111in]in-dota-tda', '[225ac]ac-dota-tda']
PMC8782626	['ax677', 'ax290']
PMC8782904	['cysa', 'aav-u6-shnfatc4-caggs-emgfp']
PMC8782923	['klotho-derived peptide 1', 'klotho']
PMC8782977	['humscs-ex']
PMC8782996	['coh04s1-1d', 'coh04s1-in', 'coh04s1-2d', 'coh04s1-im']
PMC8783040	['pda-aln/dox', 'near-infrared', 'pda 50 ?m; aln 0.5 ?m']
PMC8783073	['mpjx-594', 'anti-programmed death receptor-1 antibody']
PMC8783078	['agnps']
PMC8783079	['pegylated plga nps', '78fc-armed shk-loaded plga nps', 'shk-loaded plga nps']
PMC8783091	['pegylated talazoparib']
PMC8783102	['cecyan', 'cecyan-cu5.4o']
PMC8783116	['cpg-tfna', 'cpg-sirna-tfna']
PMC8783118	['nar liposomes']
PMC8783260	['rbdf hbc alum', 'hbv core protein', 'rbdf hbc', 'rbdf', 'crbdh6_hek alum']
PMC8783420	['thymosin ?4']
PMC8783488	['ms275']
PMC8783551	['radiation therapy']
PMC8783693	['recombinant enolase-1']
PMC8783833	['?pd-1', 'vvgm', 'vvgm-?ctla-4', '?ctla-4']
PMC8783926	['medi2228']
PMC8784098	['kari 201']
PMC8784298	['cf33-hnis-antipdl1']
PMC8784393	['bottlebrush polymer', 'ypeg-mel', 'free mel', 'pacmelclv', 'pacmelnclv']
PMC8784613	['monophospholipid a', 's-lv']
PMC8784736	['recombinant human timp-3']
PMC8784786	['mpeg?polypeptide nanogel loaded with len']
PMC8784887	['myrrha (t.nees) engl']
PMC8785208	['cd19-tcb']
PMC8785412	['ampakine cx717']
PMC8785525	['dq liposomes']
PMC8785608	['platelet?rich plasma']
PMC8785619	['pyruvate kinase m2']
PMC8785687	['poly(pro-e2)']
PMC8786204	['mito-tempo', 'mn(iii) tetra(4-benzoic acid) porphyrin chloride', 'extrinsic sod', 'catalase', 'insulin']
PMC8786246	['xingxiong injection']
PMC8786329	['anti-programmed cell death protein 1', 'virus']
PMC8786331	['tbcm-activated dcs loaded with taas', 'lps-activated dcs loaded with taas']
PMC8786498	['adipose tissue-derived mesenchymal stem cells']
PMC8786652	['cv3-13 gasdalie', 'cv3-13 lala', 'higg1', '17b gasdalie', 'cv3-25 lala', 'cv3-13 wt']
PMC8786924	['anti-pd-1 antibody']
PMC8787312	['punicalagin']
PMC8787384	['nano?om']
PMC8787641	['clodronate liposomes', 'anti-cd47 antibody']
PMC8787930	['microrna-497', 'mir497 agomir', 'tp coencapsulated in henps', 'mir497 encapsulated in henps', 'tp encapsulated in henps']
PMC8787938	['cf33-hnis-antipdl1']
PMC8787978	['2mt']
PMC8788116	['cis-platin', 'theabrownin']
PMC8788345	['glipizide nanoparticles']
PMC8788547	['chol-dsistat3 polyplexes', 'chol-dsictrl polyplexes', 'chol-sistat3 polyplexes', 'chol-sictrl polyplexes']
PMC8788881	['mab-th']
PMC8789286	['dwn1']
PMC8789473	['evs-l-pgds', 'evs-vector']
PMC8789660	['s.dtm.pp', 's.dtm.pp-cd40l']
PMC8789797	['protein composed of p. aeruginosa v-antigen', 'protein\u2009+\u2009alum', 'exos.pcrv']
PMC8790126	['compound antibiotics']
PMC8790321	['cd19-car-t cells', 'hhrs3-car-t cells', 'hrs3-car-t cells', 'nc t cells']
PMC8790422	['hydrogen-rich water']
PMC8790531	['antivenom']
PMC8790860	['dimu ningshen', 'mg/tablet; batch number: j20171049']
PMC8791191	['abl formulations were produced: ps outside/pa inside', 'abl/pa), pi3p', 'apoptotic body like liposomes loaded with phosphatidylinositol 5-phosphate']
PMC8791217	['gpx1m', 'ss-mpeg-gpx1m']
PMC8791388	['acd47', 'acd47@msn', 'pbs', 'acd47@pmsn']
PMC8791576	['immunoglobulin g', 'antiil-6 ab']
PMC8791624	['ldk1258']
PMC8791645	['tbp-npmcl-64', 'mcl-64']
PMC8791733	['n-butanol extract of huaier']
PMC8792103	['bb? car8', '28? car8', 'unt cd4/8', '28bb? car8', 'bb? car4/8', 'unt cd8']
PMC8792139	['aav-gfp', 'aav-lav-bpifb4']
PMC8792143	['human-ascs', 'lmwh-hascs']
PMC8792180	['si vaccine cells (human ascites)', 'irradiated tumour cell vaccine (modified with pei, cpg and mpl)', 'si vaccine cells', 'irradiated tumour cell vaccine', 'si vaccine cells', 'si vaccine cells']
PMC8792322	['6r']
PMC8792353	['2-mercaptoethane sulfonate']
PMC8792372	['phenacyl thiazolium chloride']
PMC8792480	['radiation', 'anti-pd-1 antibody', 'anti-cd8? antibody']
PMC8792752	['rbp4 recombinant protein', 'il-17aneutralizing antibody']
PMC8792938	['ganes']
PMC8792972	['non-targeting igg4-doc non-covalently linked to human coh-cyclin d1', 'anti-cd40 11b6-cd40l directly fused to gp140', 'anti-cd40 11b6-doc non-covalently linked to human coh-cyclin d1', 'anti-cd40 11b6-te?', 'cohesin-gp140', 'igg4-cd40l-doc non-covalently linked to human coh-cyclin d1', 'anti-cd40 11b6 non-covalently coupled to gp140', 'anti-cd40 11b6-cd40l-te?', 'anti-cd40 11b6-cd40l-doc non-covalently linked to human coh-cyclin d1', 'anti-cd40 11b6-cd40l non-covalently coupled to gp140']
PMC8792998	['12a']
PMC8793056	['yb-2', 'yb-16']
PMC8793167	['scramble peptide nanoparticles', 'gse4-loaded nanoparticles']
PMC8793690	['relaxin-2']
PMC8793739	['fibroblast growth factor 21']
PMC8793777	['allylated chalcone 9']
PMC8793854	['gfb and ra']
PMC8793890	['dmtcydtdo']
PMC8793942	['methionine restriction']
PMC8793994	['pegylated ifn??', 'bay41?4109']
PMC8794005	['free peg']
PMC8794189	['compound 1']
PMC8794265	['?pd-l1']
PMC8794503	['e-cadherin activating antibody (r56-4)', 'anti-il12 antibody', 'neutral antibody (r19.110)']
PMC8794656	['mem', 'cornel iridoid glycosides']
PMC8794848	['recombinant ism1', 'liposome-clodronate']
PMC8795187	['az67']
PMC8795355	['plipo']
PMC8795414	['zika purified inactivated virus']
PMC8795493	['immuno-nps', 'anti-pd1']
PMC8795526	['tefir', '3f6-higg1', '3f6-higg1r-ddrvv', '3f6-higg1aesp', '3f6-higg1r-qvv', '3f6-higg1r']
PMC8795568	['antipd-1']
PMC8795592	['dermcidin', 'dcd-c34s']
PMC8795629	['selective antegrade cerebral perfusion']
PMC8795745	['cyclic-1a']
PMC8795875	['2-hydroxypropyl-?-cyclodextrin']
PMC8796021	['g-csf']
PMC8796030	['dendropanoxide']
PMC8796264	['psma-bsab', 'her2-eats', 'gd2-bsab', 'cd33-bsab', 'steap-1-bsab', 'gd2-eats', 'her2xgd2xcd3 triab', 'her2-bsab']
PMC8796271	['pd-1 antagonist antibody', 'oncolytic herpes simplex virus-1', 'cd40 agonist antibody', 'ohsv-cd40l']
PMC8796308	['fe-curcumin-based nanoparticles']
PMC8796585	['antagomir-199b-3p']
PMC8797063	['oligomycin']
